"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"162140",,"0","false",,"","miyamoto k",,"20030301","","1","false","miyamoto k",,"author",
"162143",,"0","false",,"","hacquebard m",,"20050301","","1","false","hacquebard m",,"author",
"162144",,"0","false",,"","carpentier ya",,"20050301","","1","false","carpentier ya",,"author",
"162153",,"0","false",,"","kassarjian z",,"19880101","","1","false","kassarjian z",,"author",
"162154",,"0","false",,"","blumberg jb",,"19880101","","1","false","blumberg jb",,"author",
"162151",,"0","false",,"","lee-kim yc",,"19880101","","1","false","lee-kim yc",,"author",
"162152",,"0","false",,"","meydani m",,"19880101","","2","false","meydani m",,"author",
"162157",,"0","false",,"","yao x",,,"","0","false","yao x",,"author",
"162158",,"0","false",,"","laverty m",,"20020330","","1","false","laverty m",,"author",
"162155",,"0","false",,"","russell rm",,"19880101","","1","false","russell rm",,"author",
"162161",,"0","false",,"","caplen ma",,"20020330","","1","false","caplen ma",,"author",
"162162",,"0","false",,"","priestley t",,"20020330","","1","false","priestley t",,"author",
"162159",,"0","false",,"","compton ds",,"19910305","","2","false","compton ds",,"author",
"162160",,"0","false",,"","crona jh",,"20020330","","1","false","crona jh",,"author",
"162166",,"0","false",,"","hollander d",,"19810101","","1","false","hollander d",,"author",
"162163",,"0","false",,"","burnett da",,"20020330","","1","false","burnett da",,"author",
"162164",,"0","false",,"","strader cd",,"20020330","","1","false","strader cd",,"author",
"162170",,"0","false",,"","kolleck i",,"19991001","","2","false","kolleck i",,"author",
"162168",,"0","false",,"","olivecrona t",,"19850501","","1","false","olivecrona t",,"author",
"162173",,"0","false",,"","looman ac",,"19991001","","1","false","looman ac",,"author",
"162174",,"0","false",,"","wissel h",,"19991001","","2","false","wissel h",,"author",
"162171",,"0","false",,"","schlame m",,"19991001","","2","false","schlame m",,"author",
"162172",,"0","false",,"","fechner h",,"19991001","","1","false","fechner h",,"author",
"162175",,"0","false",,"","rustow b",,"19991001","","2","false","rustow b",,"author",
"162181",,"0","false",,"","shields j",,"19980215","","1","false","shields j",,"author",
"162182",,"0","false",,"","horton ra",,"19980215","","1","false","horton ra",,"author",
"162180",,"0","false",,"","mustacich dj",,"19980215","","1","false","mustacich dj",,"author",
"162183",,"0","false",,"","brown mk",,"19980215","","1","false","brown mk",,"author",
"162184",,"0","false",,"","reed dj",,"19980215","","1","false","reed dj",,"author",
"162189",,"0","false",,"","imasato y",,"19960101","","1","false","imasato y",,"author",
"162190",,"0","false",,"","sasaki e",,"19960101","","1","false","sasaki e",,"author",
"162188",,"0","false",,"","ikeda i",,"19960101","","1","false","ikeda i",,"author",
