"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"75925",,"0","false",,"","tanigawa t",,"20150424","","1","false","tanigawa t",,"author",
"75928",,"0","false",,"","sasou t",,"20150424","","1","false","sasou t",,"author",
"75927",,"0","false",,"","nishimura y",,"20150424","","1","false","nishimura y",,"author",
"75930",,"0","false",,"","sawai t",,"20150424","","1","false","sawai t",,"author",
"75929",,"0","false",,"","nakata t",,"20150424","","1","false","nakata t",,"author",
"75932",,"0","false",,"","dohi k",,"20150424","","1","false","dohi k",,"author",
"75931",,"0","false",,"","fujimoto n",,"20150424","","1","false","fujimoto n",,"author",
"75934",,"0","false",,"","nishikawa m",,"20150424","","1","false","nishikawa m",,"author",
"75933",,"0","false",,"","miyahara m",,"20150424","","1","false","miyahara m",,"author",
"75936",,"0","false",,"","ito m",,,"","0","false","ito m",,"author",
"75935",,"0","false",,"","nakamura m",,"20150101","","2","false","nakamura m",,"author",
"75938",,"0","false",,"","o'brien se",,"20150423","","1","false","o'brien se",,"author",
"75940",,"0","false",,"","ye z",,"20150423","","1","false","ye z",,"author",
"75939",,"0","false",,"","schrodi sj",,"20150423","","1","false","schrodi sj",,"author",
"75942",,"0","false",,"","virani ss",,"20150423","","1","false","virani ss",,"author",
"75941",,"0","false",,"","brilliant mh",,"20150423","","1","false","brilliant mh",,"author",
"75943",,"0","false",,"","brautbar a",,"20150423","","1","false","brautbar a",,"author",
"75946",,"1","false",,"","livingstone sj",,"20040821","","2","false","livingstone sj",,"author",
"75945",,"0","false",,"","soedamah-muthu ss",,"20150701","","1","false","soedamah-muthu ss",,"author",
"75948",,"2","false",,"","betteridge dj",,"19920523","","4","false","betteridge dj",,"author",
"75947",,"1","false",,"","charlton-menys v",,"20040821","","2","false","charlton-menys v",,"author",
"75950",,"1","false",,"","neil haw",,"20040821","","3","false","neil haw",,"author",
"75949",,"1","false",,"","hitman ga",,"20040821","","2","false","hitman ga",,"author",
"75952",,"0","false",,"","demicco da",,"20150418","","2","false","demicco da",,"author",
"75951",,"0","false",,"","bao wh",,"20150701","","1","false","bao wh",,"author",
"75954",,"1","false",,"","fuller jh",,"20040821","","2","false","fuller jh",,"author",
"75953",,"0","false",,"","preston gm",,"20150701","","1","false","preston gm",,"author",
"75956",,"0","false",,"","schalkwijk cg",,"20150701","","1","false","schalkwijk cg",,"author",
"75955",,"0","false",,"","stehouwer cda",,"20040701","","2","false","stehouwer cda",,"author",
"75958",,"1","false",,"","cards investigators",,"20040821","","2","false","cards investigators",,"author",
"75957",,"4","false",,"","durrington pn",,"19920101","","5","false","durrington pn",,"author",
"75986",,"0","false",,"","terlou rj",,"20150601","","1","false","terlou rj",,"author",
"75985",,"0","false",,"","gerards mc",,"20150601","","1","false","gerards mc",,"author",
"75988",,"0","false",,"","koks chw",,"20150601","","1","false","koks chw",,"author",
"75987",,"0","false",,"","yu hx",,"20150601","","1","false","yu hx",,"author",
"75989",,"0","false",,"","gerdes vea",,"20150601","","1","false","gerdes vea",,"author",
"75998",,"0","false",,"","wong nd",,"20150501","","1","false","wong nd",,"author",
"75997",,"0","false",,"","warraich hj",,"20150501","","1","false","warraich hj",,"author",
"75999",,"0","false",,"","rana js",,"20150501","","1","false","rana js",,"author",
"76011",,"0","false",,"","takahashi a",,"20100401","","2","false","takahashi a",,"author",
"76014",,"0","false",,"","goldstein n",,"20150422","","1","false","goldstein n",,"author",
"76013",,"0","false",,"","meydan c",,"20150422","","1","false","meydan c",,"author",
"76016",,"0","false",,"","lederfine d",,"20150422","","1","false","lederfine d",,"author",
"76015",,"0","false",,"","weiss-shwartz e",,"20150422","","1","false","weiss-shwartz e",,"author",
"76018",,"0","false",,"","rubin m",,"20150422","","1","false","rubin m",,"author",
"76017",,"0","false",,"","goitein d",,"20150422","","1","false","goitein d",,"author",
"76019",,"0","false",,"","spivak h",,"20150422","","1","false","spivak h",,"author",
"76022",,"0","false",,"","chen ym",,"19980901","","2","false","chen ym",,"author",
"76021",,"0","false",,"","chen dy",,"20150307","","1","false","chen dy",,"author",
"76024",,"0","false",,"","hsieh cw",,"20150307","","1","false","hsieh cw",,"author",
"76023",,"0","false",,"","hsieh ty",,"20150307","","1","false","hsieh ty",,"author",
"76026",,"0","false",,"","lan jl",,"20150307","","1","false","lan jl",,"author",
"76025",,"0","false",,"","lin cc",,"20150307","","1","false","lin cc",,"author",
"76044",,"0","false",,"","ahmad rs",,"20150304","","1","false","ahmad rs",,"author",
"76046",,"0","false",,"","sultan mt",,"20150304","","1","false","sultan mt",,"author",
"76045",,"0","false",,"","butt ms",,"20150304","","1","false","butt ms",,"author",
"76048",,"0","false",,"","ahmad s",,"20150304","","1","false","ahmad s",,"author",
"76047",,"0","false",,"","mushtaq z",,"20150304","","1","false","mushtaq z",,"author",
"76050",,"0","false",,"","de feo v",,"20150304","","1","false","de feo v",,"author",
"76049",,"0","false",,"","dewanjee s",,"20150304","","1","false","dewanjee s",,"author",
"76051",,"0","false",,"","zia-ul-haq m",,"20150304","","1","false","zia-ul-haq m",,"author",
"76072",,"0","false",,"","sridhar mg",,"20150418","","1","false","sridhar mg",,"author",
"76071",,"0","false",,"","maithili karpaga selvi n",,"20150418","","1","false","maithili karpaga selvi n",,"author",
"76074",,"0","false",,"","sripradha r",,"20150418","","1","false","sripradha r",,"author",
"76073",,"0","false",,"","swaminathan rp",,"20150418","","1","false","swaminathan rp",,"author",
"76076",,"0","false",,"","bangalore s",,"20150418","","1","false","bangalore s",,"author",
"76078",,"0","false",,"","wun cc",,"20150418","","1","false","wun cc",,"author",
